episode_id,subject,featuregraph_object_id,discordance_type,temporal_pattern,burst_id,burst_size,previous_featuregraph_object_id,next_featuregraph_object_id,start_index,start_time_seconds,peak_index,peak_time_seconds,end_index,end_time_seconds,peak_detection_index,peak_detection_time_seconds,peak_detection_latency_samples,peak_detection_latency_seconds,period_seconds,full_excursion,temporal_symmetry,annotation_status,excluded_by_ann1,excluded_by_ann2,excluded_by_both_annotators,retained_by_one_or_both_annotators,plateau_boundary_ambiguous,clinical_interpretation,sampling_rate_hz,construction,construction_version,comparator,is_complete,transition_complete,plateau_invalidated_complete,start_trough_transition_index,start_trough_start_index,start_trough_end_index,peak_transition_index,peak_start_index,peak_end_index,end_trough_transition_index,end_trough_start_index,end_trough_end_index,burst_number
bidmc-39-fg-0062,39,62,featuregraph_only,burst,bidmc-39-burst-015,8,61,63,31754.0,254.032,32013.0,256.104,32282.0,258.256,32197,257.576,184.0,1.472,4.28,1.0,0.9810606060606061,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,31804,31704,31804,31929,31929,32097,32314,32250,32314,15
bidmc-39-fg-0063,39,63,featuregraph_only,burst,bidmc-39-burst-015,8,62,64,32282.0,258.256,32517.0,260.136,32791.0,262.328,32699,261.592,182.0,1.456,4.032,1.0,0.9233791748526523,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,32314,32250,32314,32435,32435,32599,32834,32749,32834,15
bidmc-39-fg-0064,39,64,featuregraph_only,burst,bidmc-39-burst-015,8,63,65,32791.0,262.328,33043.0,264.344,33344.0,266.752,33227,265.816,184.0,1.472,4.208,1.0,0.9113924050632911,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,32834,32749,32834,32959,32959,33127,33394,33294,33394,15
bidmc-39-fg-0066,39,66,featuregraph_only,isolated,bidmc-39-burst-016,1,65,67,33868.0,270.944,34081.0,272.648,34359.0,274.872,34257,274.056,176.0,1.408,3.792,1.0,0.8676171079429735,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,33888,33848,33888,34005,34005,34157,34400,34318,34400,16
bidmc-39-fg-0068,39,68,featuregraph_only,burst,bidmc-39-burst-017,9,67,69,34880.0,279.04,35113.0,280.904,35399.0,283.192,35297,282.376,184.0,1.472,4.128,1.0,0.8978805394990366,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,34910,34850,34910,35029,35029,35197,35434,35364,35434,17
bidmc-39-fg-0069,39,69,featuregraph_only,burst,bidmc-39-burst-017,9,68,70,35399.0,283.192,35640.0,285.12,35933.0,287.464,35827,286.616,187.0,1.496,4.216,1.0,0.9026217228464419,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35434,35364,35434,35553,35553,35727,35970,35896,35970,17
bidmc-39-fg-0070,39,70,featuregraph_only,burst,bidmc-39-burst-017,9,69,71,35933.0,287.464,36175.0,289.4,36477.0,291.816,36357,290.856,182.0,1.456,4.28,1.0,0.8897058823529411,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,35970,35896,35970,36093,36093,36257,36524,36430,36524,17
bidmc-39-fg-0071,39,71,featuregraph_only,burst,bidmc-39-burst-017,9,70,72,36477.0,291.816,36737.0,293.896,37002.0,296.016,36921,295.368,184.0,1.472,4.496,1.0,0.9904761904761905,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,36524,36430,36524,36653,36653,36821,37042,36963,37042,17
bidmc-39-fg-0072,39,72,featuregraph_only,burst,bidmc-39-burst-017,9,71,73,37002.0,296.016,37254.0,298.032,37524.0,300.192,37437,299.496,183.0,1.464,4.136,1.0,0.9655172413793104,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,37042,36963,37042,37171,37171,37337,37556,37492,37556,17
bidmc-39-fg-0073,39,73,featuregraph_only,burst,bidmc-39-burst-017,9,72,74,37524.0,300.192,37759.0,302.072,38040.0,304.32,37945,303.56,186.0,1.488,4.04,1.0,0.9108527131782945,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,37556,37492,37556,37673,37673,37845,38078,38003,38078,17
bidmc-39-fg-0074,39,74,featuregraph_only,burst,bidmc-39-burst-017,9,73,75,38040.0,304.32,38282.0,306.256,38563.0,308.504,38465,307.72,183.0,1.464,4.184,1.0,0.9254302103250478,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,38078,38003,38078,38199,38199,38365,38602,38524,38602,17
bidmc-39-fg-0075,39,75,featuregraph_only,burst,bidmc-39-burst-017,9,74,76,38563.0,308.504,38807.0,310.456,39089.0,312.712,38989,311.912,182.0,1.456,4.2,1.0,0.9277566539923955,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,38602,38524,38602,38725,38725,38889,39130,39048,39130,17
bidmc-39-fg-0076,39,76,featuregraph_only,burst,bidmc-39-burst-017,9,75,77,39089.0,312.712,39338.0,314.704,39618.0,316.944,39523,316.184,185.0,1.48,4.248,1.0,0.941398865784499,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,39130,39048,39130,39253,39253,39423,39652,39584,39652,17
bidmc-39-fg-0081,39,81,featuregraph_only,burst,bidmc-39-burst-018,2,80,82,41531.0,332.248,41759.0,334.072,42017.0,336.136,41941,335.528,182.0,1.456,3.944,1.0,0.9382716049382716,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,41558,41504,41558,41677,41677,41841,42056,41978,42056,18
bidmc-39-fg-0082,39,82,featuregraph_only,burst,bidmc-39-burst-018,2,81,83,42017.0,336.136,42267.0,338.136,42558.0,340.464,42453,339.624,186.0,1.488,4.064,1.0,0.9242144177449169,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,42056,41978,42056,42181,42181,42353,42610,42506,42610,18
bidmc-39-fg-0084,39,84,featuregraph_only,isolated,bidmc-39-burst-019,1,83,85,43046.0,344.368,43235.0,345.88,43475.0,347.8,43409,347.272,174.0,1.392,3.352,1.0,0.8811188811188811,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,43046,43046,43046,43161,43161,43309,43508,43442,43508,19
bidmc-39-fg-0086,39,86,featuregraph_only,isolated,bidmc-39-burst-020,1,85,87,43985.0,351.88,44206.0,353.648,44395.0,355.16,44377,355.016,171.0,1.368,3.832,1.0,0.9219512195121952,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,44016,43954,44016,44135,44135,44277,44395,44395,44395,20
bidmc-39-fg-0090,39,90,featuregraph_only,isolated,bidmc-39-burst-021,1,89,91,45813.0,366.504,46034.0,368.272,46292.0,370.336,46209,369.672,175.0,1.4,3.704,1.0,0.9227557411273486,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,45834,45792,45834,45959,45959,46109,46318,46266,46318,21
bidmc-39-fg-0100,39,100,featuregraph_only,burst,bidmc-39-burst-022,2,99,101,51991.0,415.928,52241.0,417.928,52552.0,420.416,52435,419.48,194.0,1.552,4.528,1.0,0.8912655971479501,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,52026,51956,52026,52147,52147,52335,52600,52504,52600,22
bidmc-39-fg-0101,39,101,featuregraph_only,burst,bidmc-39-burst-022,2,100,102,52552.0,420.416,52831.0,422.648,53135.0,425.08,53029,424.232,198.0,1.584,4.72,1.0,0.9571183533447685,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,52600,52504,52600,52733,52733,52929,53178,53092,53178,22
bidmc-39-fg-0103,39,103,featuregraph_only,isolated,bidmc-39-burst-023,1,102,104,53700.0,429.6,53983.0,431.864,54276.0,434.208,54175,433.4,192.0,1.536,4.712,1.0,0.9826388888888888,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,53756,53644,53756,53891,53891,54075,54310,54242,54310,23
bidmc-39-fg-0106,39,106,featuregraph_only,burst,bidmc-39-burst-024,2,105,107,55461.0,443.688,55741.0,445.928,56045.0,448.36,55929,447.432,188.0,1.504,4.88,1.0,0.9589041095890412,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,55515,55408,55515,55653,55653,55829,56088,56002,56088,24
bidmc-39-fg-0107,39,107,featuregraph_only,burst,bidmc-39-burst-024,2,106,108,56045.0,448.36,56323.0,450.584,56610.0,452.88,56513,452.104,190.0,1.52,4.656,1.0,0.984070796460177,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,56088,56002,56088,56233,56233,56413,56640,56580,56640,24
bidmc-39-fg-0111,39,111,featuregraph_only,isolated,bidmc-39-burst-025,1,110,112,58262.0,466.096,58486.0,467.888,58774.0,470.192,58671,469.368,185.0,1.48,4.072,1.0,0.875,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,58284,58240,58284,58401,58401,58571,58814,58734,58814,25
bidmc-40-fg-0010,40,10,featuregraph_only,isolated,bidmc-40-burst-001,1,9,11,4361.0,34.888,4611.0,36.888,4832.0,38.656,4751,38.008,140.0,1.12,3.624,1.00048864,0.9384288747346072,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,4412,4310,4412,4571,4571,4651,4832,4832,4832,1
bidmc-40-fg-0017,40,17,featuregraph_only,isolated,bidmc-40-burst-002,1,16,18,7793.0,62.344,7802.0,62.416,7833.0,62.664,7903,63.224,101.0,0.808,2.08,0.00488634,0.44999999999999996,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,7793,7793,7793,7801,7801,7803,7833,7833,7833,2
bidmc-40-fg-0027,40,27,featuregraph_only,burst,bidmc-40-burst-003,2,26,28,11568.0,92.544,11816.0,94.528,12033.0,96.264,12069,96.552,253.0,2.024,2.864,1.00048864,0.9333333333333333,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,11573,11563,11573,11663,11663,11969,12069,11997,12069,3
bidmc-40-fg-0028,40,28,featuregraph_only,burst,bidmc-40-burst-003,2,27,29,12033.0,96.264,12101.0,96.808,12382.0,99.056,12205,97.64,104.0,0.832,2.28,1.00048864,0.38968481375358166,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,12069,11997,12069,12097,12097,12105,12482,12282,12482,3
bidmc-40-fg-0040,40,40,featuregraph_only,burst,bidmc-40-burst-004,4,39,41,17676.0,141.408,17918.0,143.344,18113.0,144.904,18103,144.824,185.0,1.48,4.368,1.00048864,0.8924485125858124,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,17677,17676,17677,17833,17833,18003,18113,18113,18113,4
bidmc-40-fg-0041,40,41,featuregraph_only,burst,bidmc-40-burst-004,4,40,42,18113.0,144.904,18125.0,145.0,18212.0,145.696,18225,145.8,100.0,0.8,1.656,0.19033,0.24242424242424243,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,18113,18113,18113,18125,18125,18125,18212,18212,18212,4
bidmc-40-fg-0042,40,42,featuregraph_only,burst,bidmc-40-burst-004,4,41,43,18212.0,145.696,18362.0,146.896,18539.0,148.312,18499,147.992,137.0,1.096,1.896,1.00048864,0.9174311926605505,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,18212,18212,18212,18325,18325,18399,18539,18539,18539,4
bidmc-40-fg-0043,40,43,featuregraph_only,burst,bidmc-40-burst-004,4,42,44,18539.0,148.312,18545.0,148.36,18616.0,148.928,18645,149.16,100.0,0.8,1.464,0.368927,0.1558441558441559,excluded_by_ann2,False,True,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,18539,18539,18539,18545,18545,18545,18616,18616,18616,4
bidmc-40-fg-0046,40,46,featuregraph_only,isolated,bidmc-40-burst-005,1,45,47,19246.0,153.968,19422.0,155.376,19497.0,155.976,19539,156.312,117.0,0.936,2.728,1.00048864,0.5976095617529881,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,19246,19246,19246,19405,19405,19439,19539,19455,19539,5
bidmc-40-fg-0058,40,58,featuregraph_only,burst,bidmc-40-burst-006,2,57,59,24440.0,195.52,24445.0,195.56,24517.0,196.136,24545,196.36,100.0,0.8,1.432,0.20058999999999994,0.1298701298701299,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,24440,24440,24440,24445,24445,24445,24517,24517,24517,6
bidmc-40-fg-0059,40,59,featuregraph_only,burst,bidmc-40-burst-006,2,58,60,24517.0,196.136,24704.0,197.632,24977.0,199.816,24843,198.744,139.0,1.112,2.072,0.88199,0.8130434782608695,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,24517,24517,24517,24665,24665,24743,24977,24977,24977,6
bidmc-40-fg-0065,40,65,featuregraph_only,burst,bidmc-40-burst-007,4,64,66,26725.0,213.8,26737.0,213.896,26808.0,214.464,26837,214.696,100.0,0.8,1.664,0.16809000000000002,0.28915662650602414,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,26725,26725,26725,26737,26737,26737,26808,26808,26808,7
bidmc-40-fg-0066,40,66,featuregraph_only,burst,bidmc-40-burst-007,4,65,67,26808.0,214.464,26998.0,215.984,27220.0,217.76,27137,217.096,139.0,1.112,2.088,1.00048864,0.9223300970873787,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,26808,26808,26808,26959,26959,27037,27220,27220,27220,7
bidmc-40-fg-0067,40,67,featuregraph_only,burst,bidmc-40-burst-007,4,66,68,27220.0,217.76,27275.0,218.2,27276.0,218.208,27375,219.0,100.0,0.8,2.216,0.059617,0.0357142857142857,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,27220,27220,27220,27275,27275,27275,27276,27276,27276,7
bidmc-40-fg-0068,40,68,featuregraph_only,burst,bidmc-40-burst-007,4,67,69,27276.0,218.208,27445.0,219.56,27688.0,221.504,27577,220.616,132.0,1.056,1.36,1.00048864,0.8203883495145631,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,27276,27276,27276,27413,27413,27477,27688,27688,27688,7
bidmc-40-fg-0081,40,81,featuregraph_only,isolated,bidmc-40-burst-008,1,80,82,33265.0,266.12,33367.0,266.936,33482.0,267.856,33467,267.736,100.0,0.8,1.928,0.9907186400000001,0.9400921658986175,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,33265,33265,33265,33367,33367,33367,33482,33482,33482,8
bidmc-40-fg-0089,40,89,featuregraph_only,isolated,bidmc-40-burst-009,1,88,90,36547.0,292.376,36583.0,292.664,36610.0,292.88,36683,293.464,100.0,0.8,1.44,0.39823864,0.8571428571428572,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,36548,36547,36548,36583,36583,36583,36610,36610,36610,9
bidmc-40-fg-0091,40,91,featuregraph_only,isolated,bidmc-40-burst-010,1,90,92,37068.0,296.544,37091.0,296.728,37129.0,297.032,37191,297.528,100.0,0.8,2.16,0.11360999999999999,0.7540983606557377,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,37068,37068,37068,37091,37091,37091,37129,37129,37129,10
bidmc-40-fg-0102,40,102,featuregraph_only,isolated,bidmc-40-burst-011,1,101,103,41299.0,330.392,41313.0,330.504,41352.0,330.816,41413,331.304,100.0,0.8,1.232,0.26118,0.5283018867924528,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,41299,41299,41299,41313,41313,41313,41352,41352,41352,11
bidmc-40-fg-0104,40,104,featuregraph_only,burst,bidmc-40-burst-012,3,103,105,41688.0,333.504,41727.0,333.816,41763.0,334.104,41827,334.616,100.0,0.8,1.736,0.10798864,0.96,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,41688,41688,41688,41727,41727,41727,41763,41763,41763,12
bidmc-40-fg-0105,40,105,featuregraph_only,burst,bidmc-40-burst-012,3,104,106,41763.0,334.104,41963.0,335.704,42200.0,337.6,42115,336.92,152.0,1.216,1.888,1.00048864,0.9153318077803203,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,41763,41763,41763,41911,41911,42015,42200,42200,42200,12
bidmc-40-fg-0106,40,106,featuregraph_only,burst,bidmc-40-burst-012,3,105,107,42200.0,337.6,42456.0,339.648,42720.0,341.76,42601,340.808,145.0,1.16,3.944,0.944051,0.9846153846153847,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,42200,42200,42200,42411,42411,42501,42720,42720,42720,12
bidmc-40-fg-0128,40,128,featuregraph_only,burst,bidmc-40-burst-013,2,127,129,51291.0,410.328,51516.0,412.128,51664.0,413.312,51647,413.176,131.0,1.048,3.448,1.00048864,0.7935656836461126,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,51291,51291,51291,51485,51485,51547,51664,51664,51664,13
bidmc-40-fg-0129,40,129,featuregraph_only,burst,bidmc-40-burst-013,2,128,130,51664.0,413.312,51725.0,413.8,51807.0,414.456,51825,414.6,100.0,0.8,1.672,0.69679864,0.8531468531468531,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,51664,51664,51664,51725,51725,51725,51807,51807,51807,13
bidmc-40-fg-0134,40,134,featuregraph_only,isolated,bidmc-40-burst-014,1,133,135,53689.0,429.512,53754.0,430.032,53758.0,430.064,53855,430.84,101.0,0.808,2.32,0.08942,0.1159420289855072,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,53689,53689,53689,53753,53753,53755,53758,53758,53758,14
bidmc-41-fg-0001,41,1,featuregraph_only,isolated,bidmc-41-burst-001,1,0,2,98.0,0.784,130.0,1.04,401.0,3.208,231,1.848,101.0,0.808,,1.6185399999999999,0.21122112211221122,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,98,98,98,129,129,131,401,401,401,1
bidmc-41-fg-0019,41,19,featuregraph_only,burst,bidmc-41-burst-002,10,18,20,9902.0,79.216,9978.0,79.824,10027.0,80.216,10081,80.648,103.0,0.824,2.528,0.12957999999999997,0.784,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,9902,9902,9902,9975,9975,9981,10027,10027,10027,2
bidmc-41-fg-0020,41,20,featuregraph_only,burst,bidmc-41-burst-002,10,19,21,10027.0,80.216,10029.0,80.232,10032.0,80.256,10131,81.048,102.0,0.816,0.408,0.0,0.8,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,10027,10027,10027,10028,10028,10031,10033,10032,10033,2
bidmc-41-fg-0021,41,21,featuregraph_only,burst,bidmc-41-burst-002,10,20,22,10032.0,80.256,10035.0,80.28,10038.0,80.304,10137,81.096,102.0,0.816,0.048,0.007339999999999985,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,10033,10032,10033,10034,10034,10037,10038,10038,10038,2
bidmc-41-fg-0022,41,22,featuregraph_only,burst,bidmc-41-burst-002,10,21,23,10038.0,80.304,10040.0,80.32,10043.0,80.344,10142,81.136,102.0,0.816,0.04,0.019559999999999994,0.8,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,10038,10038,10038,10039,10039,10042,10044,10043,10044,2
bidmc-41-fg-0023,41,23,featuregraph_only,burst,bidmc-41-burst-002,10,22,24,10043.0,80.344,10046.0,80.368,10049.0,80.392,10148,81.184,102.0,0.816,0.048,0.017119999999999996,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,10044,10043,10044,10045,10045,10048,10049,10049,10049,2
bidmc-41-fg-0024,41,24,featuregraph_only,burst,bidmc-41-burst-002,10,23,25,10049.0,80.392,10051.0,80.408,10054.0,80.432,10153,81.224,102.0,0.816,0.04,0.014670000000000016,0.8,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,10049,10049,10049,10050,10050,10053,10055,10054,10055,2
bidmc-41-fg-0025,41,25,featuregraph_only,burst,bidmc-41-burst-002,10,24,26,10054.0,80.432,10057.0,80.456,10060.0,80.48,10159,81.272,102.0,0.816,0.048,0.0024399999999999977,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,10055,10054,10055,10056,10056,10059,10061,10060,10061,2
bidmc-41-fg-0026,41,26,featuregraph_only,burst,bidmc-41-burst-002,10,25,27,10060.0,80.48,10063.0,80.504,10065.0,80.52,10164,81.312,101.0,0.808,0.048,0.012220000000000009,0.8,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,10061,10060,10061,10062,10062,10064,10066,10065,10066,2
bidmc-41-fg-0027,41,27,featuregraph_only,burst,bidmc-41-burst-002,10,26,28,10065.0,80.52,10068.0,80.544,10071.0,80.568,10170,81.36,102.0,0.816,0.04,0.017110000000000014,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,10066,10065,10066,10067,10067,10070,10072,10071,10072,2
bidmc-41-fg-0028,41,28,featuregraph_only,burst,bidmc-41-burst-002,10,27,29,10071.0,80.568,10074.0,80.592,10077.0,80.616,10176,81.408,102.0,0.816,0.048,0.012219999999999981,1.0,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,10072,10071,10072,10073,10073,10076,10077,10077,10077,2
bidmc-41-fg-0083,41,83,featuregraph_only,isolated,bidmc-41-burst-003,1,82,84,37465.0,299.72,37476.0,299.808,37551.0,300.408,37578,300.624,102.0,0.816,2.208,0.20049,0.2558139534883721,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,37466,37465,37466,37475,37475,37478,37551,37551,37551,3
bidmc-42-fg-0001,42,1,featuregraph_only,isolated,bidmc-42-burst-001,1,0,2,98.0,0.784,184.0,1.472,394.0,3.152,330,2.64,146.0,1.168,,1.00048864,0.5810810810810811,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,98,98,98,138,138,230,394,394,394,1
bidmc-43-fg-0001,43,1,featuregraph_only,isolated,bidmc-43-burst-001,1,0,2,98.0,0.784,121.0,0.968,322.0,2.576,235,1.88,114.0,0.912,,0.911046,0.2053571428571429,retained_by_both,False,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,98,98,98,108,108,135,322,322,322,1
bidmc-43-fg-0065,43,65,featuregraph_only,isolated,bidmc-43-burst-002,1,64,66,27713.0,221.704,27739.0,221.912,27759.0,222.072,27839,222.712,100.0,0.8,1.72,0.19648000000000004,0.8695652173913043,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,27713,27713,27713,27739,27739,27739,27759,27759,27759,2
bidmc-43-fg-0109,43,109,featuregraph_only,isolated,bidmc-43-burst-003,1,108,110,46397.0,371.176,46409.0,371.272,46523.0,372.184,46509,372.072,100.0,0.8,1.152,0.4174,0.19047619047619047,excluded_by_both,True,True,True,False,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,46397,46397,46397,46409,46409,46409,46523,46523,46523,3
bidmc-44-fg-0001,44,1,featuregraph_only,isolated,bidmc-44-burst-001,1,0,2,98.0,0.784,291.0,2.328,443.0,3.544,391,3.128,100.0,0.8,,0.666749,0.881159420289855,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,98,98,98,291,291,291,443,443,443,1
bidmc-44-fg-0026,44,26,featuregraph_only,isolated,bidmc-44-burst-002,1,25,27,11027.0,88.216,11195.0,89.56,11307.0,90.456,11295,90.36,100.0,0.8,3.328,0.41069999999999995,0.8,excluded_by_ann1,True,False,False,True,False,unassigned,125,envelope_plateau,envelope_plateau_v1,frozen_llm_scipy_find_peaks,True,True,False,11027,11027,11027,11195,11195,11195,11308,11307,11308,2
